V1,V2
P03107,P52292
P03107,P52292
P03101,P52292
P03101,Q92973
P03101,Q14974
P52292,P03126
Q14974,P03126
P03126,Q92973
P03101,P52292
P03120,P17676
P03120,P49715
P03120,P17676
P03126,Q96QZ7
Q12959,P03126
P67775,P03129
P30153,P03129
P03129,P30153
P67775,P03129
P30153,P03129
P67775,P03129
P03126,Q14160
P03126,Q12959
P03126,Q14160
P03126,Q14160
P62191,P03129
P06400,P03129
P03129,P62191
P03129,Q09472
P03129,Q09472
P03129,Q09472
Q09472,P03129
Q09472,P03129
P03129,Q09472
P03129,Q09472
P03129,Q09472
Q09472,P03129
Q09472,P03129
P03129,Q09472
Q92793,P03129
P03129,Q09472
P03129,Q09472
Q09472,P03129
P10914,P03129
P10914,P03129
P03129,P10914
P03129,P10914
Q12959-1,P03126
Q96QZ7-1,P03126
P03126,Q13158
P03126,Q13158
Q13158,P03126
Q13158,P03126
P03126,P19438
P03126,Q13227
Q13227,P03126
P03126,Q13227
P33993,P03126
P33993,P03126
Q96EY1-1,P03129
Q96EY1-1,P03129
Q96EY1-1,P03129
P03129,Q96EY1-1
P03129,P62851
P03129,Q08999
P03129,Q96EY1-1
P03126,Q16611
P03129,Q92831
P03129,P06400
P03129,Q92831
Q92831,P03129
Q92831,P03120
P03129,P05412
P05412,P03129
P17275,P03129
P17535,P03129
P03129,P06400
P01100,P03129
P05412,P03129
P03129,P06400
P03129,P05412
Q05086,P03126
Q14160,P03126
P03255,Q13363
Q13363,P03255
P03255,Q13363
P03129,Q13573
P04637-1,P03126
P20226,P03129
P03120,P20226
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
P15130,P15130
G8HBG4,G8HBC3
G8HBG4,G8HBG4
P68323,P68323
P03219,D2XQF2
P03220,U5TMQ7
P08543,P04290
P08543,P08543
F8RFZ7,P0CK55
Q6QCL5,Q6QCN2
Q2PJ20,P10216
P03366,P03366
Q04206,P16725
Q9Y6K9,P16725
Q9WNA9,P06241
Q9WNA9,P08631
Q9WNA9,P12931
Q9WNA9,P07948
Q9WNA9,intact:EBI-7555615
Q9WNA9,P16333
Q9WNA9,P27986
Q9WNA9,Q92882
Q9WNA9,P42680
Q9WNA9,Q9Y5X1
Q9WNA9,O15259
Q9WNA9,Q9NZM3
Q9WNA9,O95153
Q9WNA9,Q9NZM3
Q9DUM3,P0C0S8
Q9DUM3,P62807
Q9DUM3,P0C0S8
Q9DUM3,P0C0S8
Q6QCN2,Q65ZG0
Q6QCN0,Q65ZG0
Q65ZG0,Q6QCM8
Q71S15,Q65ZG0
P03259,Q92793
P03259,Q09472
P10644,P03259-2
P03259-2,P13861
P03259-2,P13861
P10644,P03259-2
P10644,P03259-2
P03259-2,P31323
P03259-2,P13861
P03259-2,P13861
P03259-2,P13861
P10644,P03259-2
P10644,P03259-2
P03259-2,P16220
P03259-2,P18846
P03259-2,Q92793
P03259-2,Q92793
P03259-2,P18846
P03259-2,P16220
P03259-2,Q92793
Q2PRM9,Q15582
Q2PRM9,Q14186
Q2PRM9,Q9UNE7
Q2PRM9,Q9UQ35
Q2PRM9,P49458
Q2PRM9,Q9Y6N5
Q2PRM9,Q96SB8
Q2PRM9,Q8IY18
Q2PRM9,P60468
Q2PRM9,Q8NBX0
Q2PRM9,Q08999
Q2PRM9,P28749
Q2PRM9,P06400
Q2PRM9,O75688
Q2PRM9,P12004
Q2PRM9,Q9NXX6
Q2PRM9,Q96MF7
Q2PRM9,Q9UJ70
Q2PRM9,Q9NZL4
Q2PRM9,O95757
Q2PRM9,P34932
Q2PRM9,Q6YN16
Q2PRM9,Q9H4G4
Q2PRM9,Q15329
Q2PRM9,Q16254
Q2PRM9,O00716
Q2PRM9,Q99615
Q2PRM9,P21291
Q2PRM9,P09543
Q2PRM9,P38936
Q2PRM9,P24941
Q2PRM9,P16070
Q2PRM9,P30281
Q2PRM9,Q9UL15
Q2PRM9,O95817
Q2PRM9,O95816
Q2PRM9,P16615
Q2PRM9,Q9BXX2
Q2PRM9,Q86UQ4
P03259,Q9NPA8
P03366,P04585
P04580,P03375
P09708,Q12959
P09708,Q12959
P03259,P62195
P03259-1,P62195
Q9J0X9,P25963
Q9J0X9,P25963
Q9J0X9,P25963
P03259,Q92793
P03259,Q92793
P03259,Q92793
P03259,Q01860
Q8JSK4,Q01860
Q8JSK4,Q01860
P03259,Q01860
P03259,P25490
Q8JSK4,P25490
Q8JSK4,P25490
Q8JSK4,P06400
P03259,P25490
Q8JSK4,P25490
Q8JSK4,P20226
P03259,P25490
Q8JSK4,P25490
P03259,Q09472
P03259,Q92793
P03259,Q09472
P03259,Q99966
P89079,Q12959
P89079,Q12959
Q9DUM3,P40763
Q9DUM3,P40763
Q9DUM3,P40763
Q9DUM3,P40763
Q6JGG5,P20226
Q6JGG5,P20226
Q6JGG5,P20226
P36711,P78310
P03366,P04585
P03219,P10216
Q6QCM9,P03219
Q6QCN0,P14348
Q6QCN0,P03220
Q96QD9,Q2HR75
Q2HR75,Q96QD9
Q13838,Q2HR75
Q96QD9,Q2HR75
Q96QD9,Q2HR75
Q2HR75,Q86V81
Q2HR75,Q96QD9
Q2HR75,Q86V81
Q2HR75,Q96QD9
Q96QD9,Q2HR75
Q96QD9,Q2HR75
Q2HR75,Q96QD9
Q2HR75,Q13769
Q2HR75,Q13838
Q2HR75,Q9UBU9
Q14676,P08393
P08393,O76064
P08393,Q12888
P08393,O76064
P08393,Q12888
P0CG48,P08393
P08393,O76064
Q2HR75,Q9BRP8
Q2HR75,Q9BRP8
Q9BRP8,Q2HR75
Q9BRP8,Q2HR75
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P04585,P04585
P62136,P36313
P36313,P62136
P62136,P36313
P62136,P36313
Q20747,P03255
O01914,P03255
O40910,P88947
P88918,Q98136
P88918,O40944
P88919,O36551
Q98131,P88940
P88933,O92608
O40940,P88944
P88950,O40944
P88947,O40944
P88951,O40944
O40944,P88954
P88964,O92608
O40940,P88964
Q6QCM8,Q4JQX4
Q6QCN0,Q4JQX4
Q71S15,Q4JQX4
Q6QCM8,Q4JQW4
Q6QCL7,Q4JQW4
Q6QCV8,Q4JQV9
Q6QCV8,Q8AZM1
Q6QCN2,Q4JQV4
Q4JQV4,Q6QCM8
Q6QCN2,Q4JQT6
Q6QCN0,Q4JQV1
Q6QCM8,Q4JQV1
Q71S15,Q4JQV1
Q6QCN0,Q4JQT6
Q6QCM8,Q4JQV9
Q6QCM8,Q4JQX9
Q6QCM8,Q4JQU2
Q6QCM8,Q8AZM1
Q6QCQ3,Q4JQV9
Q6QCQ3,Q4JQT6
Q6QCM3,Q4JQT6
Q6QCP3,Q4JQU2
Q6QCN0,Q4JQU2
Q71S15,Q4JQU2
Q77JF7,Q4JQU2
Q4JQV4,Q6QCM2
Q6QCM2,Q4JQX9
Q6QCM2,Q4JQU2
Q9J3N4,Q6QCM2
Q6QCU3,Q4JQX9
Q6QCL9,Q9E2H5
Q6QCL7,Q4JQT1
Q6QCQ2,Q8AZM1
Q6QCL4,Q4JQX9
Q6QCL4,Q9J3N4
Q6QCN0,Q4JR00
Q6QCM8,Q4JR00
Q6QCU3,Q4JR00
Q71S15,Q4JR00
Q6QCL2,Q4JQX9
Q6QCN0,Q4JQT1
Q6QCL0,Q71S78
Q6QCL0,Q4JQV1
Q6QCL0,Q4JQT0
Q6QCN0,Q77NP3
Q6QCN0,Q77NP2
Q6QCM8,Q77NP2
Q6QCN0,Q9J3N7
Q6QCN0,Q9J3N6
Q6QCP9,Q77NP1
Q6QCN0,Q9J3N5
Q6QCN0,Q9J3N4
Q6QCN0,Q77NN9
Q6QCN7,Q9J3N2
Q6QCN0,Q9J3N2
Q9J3M9,Q6QCN0
Q9J3M9,Q6QCM8
Q77JF8,Q4JQV4
Q77JF8,Q4JQX9
Q77JF8,Q4JQT6
Q77JF8,Q4JR00
Q77JF8,Q9J3N4
Q77JF8,Q77NN4
Q6QCN0,Q77NN4
Q9DWX8,Q4JQX9
Q9DWX8,Q4JQT6
Q9DWX8,Q71S71
Q6QCV8,Q4JQW7
Q6QCN0,Q4JQW7
Q6QCN0,Q9E2H5
Q98141,O40944
P88919,O40944
O40944,P88920
P88944,O40940
P88947,O40944
P88951,O40944
O40944,P88954
P88959,O40944
O92608,P88964
O46036,P03255
Q63470,P03255
Q63470,P03255-2
P14680,P03255
P03244,Q60520
Q2HR75,P19338
P19338,Q2HR75
Q2HR75,Q86V81
Q86V81,Q2HR75
Q8V2D1,Q9Y4K3
Q8V2D1,Q9Y4K3
Q8V2D1,Q9Y4K3
P06428,Q6NYC8
P06428,P57059
P06428,Q8IYI6
P06428,Q8IVS8
P06428,Q8NEC5
P06428,Q96EL3
P06428,Q8TAE8
P06428,Q96HB5
P06428,Q9BT92
P06428,Q8NHQ1
P06428,Q9BWG6
P06428,Q7L4I2
P06428,Q9H257
P06428,Q9HBI0
P06428,Q9NP98
P06428,Q9NQL9
P06428,Q96HA8
P06428,Q8TD31
P06428,Q9Y272
P06428,Q8WUI4
P06428,Q9P0T4
P06428,Q9P0N9
P06428,Q8WUB2
P06428,Q9UMS0
P06428,Q9Y247
P06428,Q8WWY3
P06428,Q96T49
P06428,O60341
P06428,Q86UR1
Q13901,P06428
P06428,O75934
P06428,A8K8P3
P06428,P56524
P06428,O14964
P06428,O75604
P06430,P11308
P06430,P32519
P06430,Q8IXK0
P06430,P35219
P06428,Q9UBV8
P06428,Q8IYX8
P06428,Q14D33
P06430,Q9Y6N9
P06430,O15160
P06430,P22415
P06430,Q04864
P06430,Q9BWF3
P06430,P07196
P06430,P55081
P06430,P50222
P06430,P61978
P06430,Q8N448
P06430,Q8N7W2
P06430,Q8TAU3
Q8TAK5,P06430
P06430,Q96HT8
P06430,Q969E8
P06430,A4D1E9
P06430,Q96JC9
P06430,Q8TBB1
P06430,Q49A26
P06430,Q9BYG5
P06430,Q9C0F1
P06430,Q9P2H0
P06430,Q96FJ0
P06430,Q9NQY0
P06430,Q96HA8
P06430,Q5VWN6
P06430,Q8WUI4
P06430,Q9NS73
P06430,Q71UM5
P06430,Q9H0H5
P06430,O43572
P06430,P61964
P06428,O14545
P06428,Q9Y6X8
P06428,Q9H270
P06428,Q9BQB6
P06428,O95071
P06428,Q15629
P06428,Q68CZ2
P06428,Q9Y3M8
P06428,Q9UQ35
P06428,Q9Y5M8
P06428,Q9Y6N5
P06428,P84022
P06428,Q9Y2K2
P06428,P29353
P06428,Q9UHD8
P06428,P42677
P06428,P40429
P06428,P13489
P06428,P49023
P06428,O75688
P06428,Q9HAU0
P06428,P35080
P06428,P08237
P06428,Q5EBL8
P06428,Q9NR12
P06428,P49790
P06428,O94776
P06428,Q96T76
P06428,P33992
P06428,P25205
P06428,Q96N66
P06428,Q92585
P06428,P42704
P06428,P28300
P06428,O94964
P06428,O75153
P06428,Q63ZY3
P06428,P23458
P06428,Q96ST2
P06428,Q27J81
P06428,Q7Z4V5
P06428,P17302
P06428,Q06210
P06428,P49327
P06428,Q09472
P06428,Q9P2B4
P06428,Q92793
P06428,P12109
P06428,P09543
P06428,O95400
P06428,P40227
P06428,Q9Y4B5
P06428,P16615
P06430,Q6AWC2
P06430,Q9BQB6
P06430,Q5T4S7
P06430,Q9Y6N5
P06430,P28749
P06430,P06400
P06430,Q6NZI2
P06430,Q16825
P06430,Q15678
P06430,Q9NR12
P06430,P27816
P06430,P28300
P06430,Q9P0J7
P06430,P53621
P06430,P09543
P06429,O43741
P06429,Q16656
P06429,P55081
P06429,P15408
P06429,P11308
P06429,Q16589
P06429,P20807
P06429,P00915
P06429,Q13895
P06429,Q08117
P06427,Q9P2F8
P06426,O43889
P06429,Q13177
P06429,P49721
P06429,Q9BWF3
P06429,P40306
P06429,Q8NEG0
P06429,Q8IVS8
P06429,Q96EL3
P06429,Q8N2X6
P06429,Q8N5A5
P06429,Q9BT43
P06429,Q3B820
Q96ME1,P06429
P06429,Q9H9D4
P06429,Q96BZ8
P06429,Q9BWG6
P06429,Q86VK4
P06429,Q8TCE9
P06429,Q9NR33
P06429,Q9NQY0
P06429,Q8TAP4
P06429,Q96KB5
P06429,Q96LT9
P06429,P99999
Q9NP87,P06429
P06429,Q96T49
P06429,Q9H1K1
P06429,O95971
P06429,O95363
P06429,Q9UJD0
P06429,Q86X95
P06429,O15160
P06429,O95872
P06429,Q12894
P06429,P05549
P06429,P08579
P06429,P62851
P06429,P52815
P06429,Q04206
P06429,Q0P5N6
Q6PF18,P06429
P06429,Q8N7W2
P06429,Q86V42
P06428,Q12834
P06428,Q08117
P06428,Q15648
P06428,P32242
P06428,P33993
P06428,P13807
P06428,P31947
P06428,P55040
P06428,Q9UHA4
P06428,Q15562
P06428,Q01664
P06428,P40937
P06428,P47897
P06428,P54646
P06428,P49643
P06428,Q8N6N6
P06428,Q09472
P06428,Q92585
P27228,Q12959
Q06093,Q12959
P06427,Q12959
P0C213,Q12959
P17386,Q12959
P06427,Q12959
P27228,Q12959
P06427,Q96RT1
P89432,Q96RT1
P0C213,Q96RT1
Q14160,P06427
Q14160,P17589
P0C213,Q14160
P06427,Q14160
P0C213,Q14160
P27228,Q14160
O08769,P03255
O08769,P03255
P17383,O60885
P17383,O60885
P10215,P02545
P10218,P02545
P10215,P02545
P10218,P02545
P08393,P56524
P08393,O15379
P08393,P56524
Q8WUI4,P08393
P08393,Q9UQL6
P08393,Q9UQL6
Q8WUI4,P08393
P08393,O15379
Q8WUI4,P08393
P08393,O15379
P08393,P56524
P08393,Q9UQL6
P03132,P03120
P03132,P03120
P10193,P09884
P10193,P09884
P10193,P09884
P10193,P09884
P04296,Q92878
P04296,P51531
P04296,P54132
P04296,Q9NPF5
P04296,P35659
P04296,Q9Y265
P04296,Q15393
P04296,Q93009
P04296,Q969G3
P04296,O60264
P04296,Q13426
P04296,P12004
P04296,O95602
P04296,O14981
P04296,P02545
P04296,Q96GM5
P04296,P13010
P04296,Q9UKL0
P04296,O75533
P04296,Q14191
P04296,P17844
P04296,P51532
P04296,P49959
P04296,P20585
P04296,Q9H2P0
P04296,P12956
P04296,Q96ST3
P04296,P28370
P04296,P12268
P04296,Q92769
P04296,Q14683
P04296,O60506
P04296,Q9Y5B9
P04296,P09874
P04296,Q9UMS4
P04296,P38398
P04296,Q8TAQ2
P04296,P78527
P04296,P62136
P04296,P49736
P04296,P55209
P04296,Q92922
P04296,Q09028
P04296,P52701
P04296,P50402
P04296,P43246
P04296,Q14191
P04296,Q96ST3
P04296,Q92769
P04296,O60264
P04296,P78527
P51531,P04296
P04296,Q92922
P04296,P38398
P04296,P13010
P54132,P04296
Q92878,P04296
P04296,P43246
P04296,P51532
P04296,Q92878
P04296,Q92769
P04296,Q96ST3
P04296,Q14191
P04296,O60264
P04296,Q92922
P04296,P13010
P04296,P51532
P08393,P30281
P08393,P30281
P08393,P30281
Q69559,P28482
Q69559,P28482
P47825,P03255
P03255,P47825
P47825,P03255
P04015,P04014
P04015,P04014
P06428,P28074
P06428,P20618
P06428,O95551
P06428,Q8IYJ3
P06428,Q13158
P06428,Q15796
P06428,P84022
P06428,O43166
P06428,O75528
P06428,P38936
P06428,P05549
P06428,O00762
P06427,Q9Y2S7
P06427,P52292
P06427,O14896
P06427,Q14160
P06427,Q05086
P06427,Q14188
P06427,Q8TBR4
P06427,Q8IYJ3
P06427,Q14671
P06427,O43166
P06427,P28074
P06427,O95551
P06427,O95905
P06427,P05549
P06427,Q96EK4
P06427,Q96QZ7
P06427,P55327
P06427,P22234
P06427,P59190
P06427,O75528
P06427,P20618
P06427,Q12959
P06430,Q15005
P06430,P28749
P06430,P20618
P06430,Q9UBS4
P06430,Q16831
P06430,Q9UNK0
P06430,P12004
P06430,P29590
P06430,P16144
P06430,P50479
P06429,P12004
P06429,O75376
P06429,P28749
P06429,P17936
P06429,P29590
P06429,P25685
P06429,P14618
P06429,P39023
P06429,P50479
P06429,Q9UHC7
P06429,Q14168
P06429,Q99729
P06429,P05549
P06429,P16144
P06429,Q96EK4
P06429,P20618
P06429,P25106
P06429,Q16831
P06429,P06400
P06428,P62891
P06428,P08865
P06428,P05388
P00403,P06428
P06428,P15954
P06428,P30408
P06428,P40429
P06428,P26641
P06428,P00156
P06428,P07355
P06428,P05787
P06428,P83731
P06428,P27635
P06428,P13646
P06427,Q9UQ26
P06427,P04406
P06427,O96000
P06427,Q14671
P06427,Q9BPW8
P06427,Q9NQ31
P06427,Q9BUB7
P06427,Q9Y3D0
P06427,P22234
P06429,P78330
P06429,P62851
P06429,Q6ZN55
P06429,Q14671
P06429,Q02878
P06429,Q15022
P06429,Q9BUB7
P06429,P99999
P06429,O94885
P06429,O75376
P06429,P01106
P06429,P47869
P06429,Q16836
P06429,P48047
P06429,P68104
P06429,P17936
O95235,P06423
P06422,Q07021
Q77UU1,Q9NYY3
Q77UU1,O43791
Q77UU1,Q9UBD5
Q77UU1,Q9UHY1
Q77UU1,Q13287
Q77UU1,Q9P086
Q77UU1,P22314
Q77UU1,P16144
Q77UU1,O14617
Q77UU1,Q96QE5
Q77UU1,Q99698
Q77UU1,Q16236
Q9GZP9,Q77UU1
Q77UU1,P30101
Q7Z6Z7,Q77UU1
Q77UU1,O15305
Q77UU1,Q96QF0
Q77UU1,Q13813
P06423,Q13263
P06423,P04632
P06423,Q15631
P06423,Q9HB07
P06423,O14735
P06423,Q96BR6
P06423,Q9NZV6
P06423,Q8IWX8
P06423,Q92905
P06423,P22314
P06422,Q07021
Q77UU1,P04637
Q77UU1,Q8NAP3
Q77UU1,Q16236
Q77UU1,P53365
Q77UU1,O95251
Q77UU1,Q07955
Q77UU1,Q16629
Q77UU1,Q9NRL2
Q77UU1,O60885
Q77UU1,O43791
Q77UU1,Q86VP1
Q77UU1,P16144
Q77UU1,Q96QF0
Q77UU1,Q14790
Q77UU1,Q8IWI9
Q77UU1,Q9Y570
P06422,Q01130
Q77UU1,Q96T23
Q77UU1,Q8N1B4
Q77UU1,O94842
Q77UU1,P22736
Q77UU1,P20226
Q77UU1,O14735
Q77UU1,Q9Y2S7
Q77UU1,O95235
Q77UU1,Q13287
P06422,O60885
P06422,Q96JC1
P06422,O15305
P06422,O00308
P06422,Q07955
P06422,O14735
P06422,Q9NY93
P06422,Q15365
P06422,P04637
P06422,Q9UHY1
P06422,Q9Y244
P06422,Q96KG9
P06422,Q13227
P06422,Q8WWH5
P06422,P22314
P06422,Q16236
P06422,Q8IWX8
P06422,O95235
P06422,P11021
P06422,Q14790
P06422,Q5VT06
P06422,P02538
P06422,Q9BVW5
P06422,Q8NAP3
Q77UU1,Q9BXK5
P06422,Q9NRL2
P06422,P16144
P06422,P62158
P06422,P25787
P06422,P50616
P06422,P15514
P06422,Q14289
P06422,Q13309
P06422,P06733
P06422,Q9BRH9
P06422,Q8N1B4
P06422,Q96T23
P06422,P51523
P06422,P22736
P06422,Q9BXK5
P06422,Q9NYY3
P06422,P80188
Q7Z6Z7,P06422
P06422,Q8IWI9
P06422,P20226
P06422,Q66K74
P06422,Q9Y2S7
P06422,Q07817
P06422,Q13287
P06422,Q8WWY3
P06422,Q9NZV6
P06422,Q96QE5
P06422,Q9UM11
P06422,Q13950
P06422,Q9BZF9
P06422,O94842
P06422,P53365
P06422,Q86VP1
P06422,O43791
P06422,O95251
P06422,Q9UJY5
P06422,P04792
P06422,Q12834
P06422,Q99698
P06422,P55209
P06422,Q16629
P06422,Q9Y570
P06422,Q13813
P06422,P13667
P06422,P31274
P06422,Q86XZ4
P06422,Q9GZP9
P06422,Q96QF0
P06422,Q14533
P06423,Q9BXK5
P06423,P16144
P06423,P22736
P06423,O94842
P06423,Q9Y570
P06423,P04637
P06423,O15305
P06423,O14735
P06423,Q9Y2S7
P06423,O95251
P06423,Q13287
P06423,Q9NY93
P06423,Q8NEZ5
P06423,P11021
P06423,Q07817
P06423,P02538
P06423,Q96QF0
P06423,Q13950
P06423,Q8WWY3
P06423,Q86VP1
P06423,Q8NAP3
P06423,Q15365
P06423,Q96T23
P06423,P53365
P06423,Q16236
P06423,Q9UJY5
P06423,P26641
P06423,Q07955
P06423,Q13813
P06423,Q9NZV6
Q9BRH9,P06423
P06423,P20226
P06423,P25787
P06423,Q12834
P06423,Q14289
P06423,Q8N2W9
P06423,O00308
P06423,P56537
P06423,O43791
P06423,Q14790
P06423,P31274
P06423,Q8IWX8
P06423,Q9BVW5
P06423,Q9Y244
P06423,Q96QE5
P06423,Q9NRL2
P06423,Q8WWH5
P06423,Q5VT06
P06423,Q99698
P06423,Q8N1B4
P06423,O95235
P06423,Q8IWI9
P06423,Q13227
P06423,Q66K74
P06423,O60885
P06423,Q16629
Q9GZP9,P06423
P06422,P55209
P06422,P55209
O08696,P03129
P23142-1,P17386
P06428,P18887
P06428,P18887
P06422,Q09472
P06422,Q09472
P06422,Q09472
P06422,Q09472
P06422,Q09472
P06422,Q09472
P06422,Q09472
Q96B97-1,P08393
Q96B97,P08393
Q96B97,P08393
Q96B97-1,P08393
Q96B97,P08393
P22681,P08393
P17386,P04637
P49024,P03126
P49024,P03126
P17386,Q05086
P17386,Q14257
P17387,Q13547
P17387,P06400
P17387,Q92769
P06422,P49715
P06422,P17676
P06422,P17676
P06422,P17676
P06422,P49715
P06422,P49715
P06422,P17676
P06422,P49715
P17386,Q12959
P17386,Q96QZ7
P06428,Q12959
P06428,Q96QZ7
O55164,P04489
Q6RHR9-1,P04489
Q6RHR9-2,P04489
Q6RHR9-1,P03126
P06428,Q13227
P06428,Q13227
A1Z0Q5,Q15223
Q93009,P08393
Q93009,P08393
Q92956,P57083
P04578,P04608
P04608,P04578
P04578,P04608
P04578,P04608
P03120,Q10568
P03120,O19137
P03120,P79101
P03120,Q10569
O19137,P03120
O19137,P03120
P79101,P03120
P04585,P04585
Q9Q2P1,G3E2M5
Q9Q2P1,P25939
Q9Q2P1,P03199
Q9Q2P1,Q3KSR5
K9UT58,Q9Q2P1
P0CK55,Q9Q2P1
P03219,Q9Q2P1
Q9Q2P1,P03220
K9US93,P25939
M1FZY5,U5YUM6
U5YUM6,Q3KSR5
P25939,U5YUM6
U5YUM6,P0CK49
P25939,Q3KSR5
P25939,K9URB3
P0CK55,Q3KSR6
P0CAP6,M1FZY5
K9URB3,K9UT58
G3E2M5,K9UT58
P25939,K9UT58
P03219,K9UT58
Q3KSQ7,Q3KSR7
K9UT58,M1FZY5
P25939,P03214
K9USF9,Q3KSR9
Q3KSR7,P0C738
Q3KSQ7,Q3KSQ7
Q3KSQ7,G3E2M5
P25939,Q3KSQ7
G3E2M5,P03219
P03219,P25939
P03219,Q3KSQ7
Q3KSQ7,P0CK49
Q3KSQ7,P03220
M1FZY5,P03224
P03219,P0CK55
P03219,P03219
K9UT58,P03219
P03219,Q3KSR7
P03219,K9USF9
P03220,P03219
P03219,Q3KSR5
P03219,P03199
P03219,Q3KSR5
P03219,P25939
P03219,P03219
P0CK55,P03219
K9US31,K9URB3
P03219,K9US31
K9US31,K9US31
Q3KSQ7,P0C736
P25939,P0C736
M1FZY5,P0C736
P0C736,P14348
P0C736,P0C738
K9USG5,P03199
K9USG5,K9USG5
Q3KSQ7,Q3KSS3
P0C738,Q3KSS3
Q3KSQ7,P03196
P03196,M1FZY5
P03196,P0C738
M1FZY5,K9USG5
P03192,P0C738
Q3KSQ7,P03192
P0C738,P0C738
Q3KSR6,U5YR82
Q3KSQ7,P0C738
U5YR82,Q8AZK7
K9USV8,K9UT36
K9UT36,P25939
P03219,K9UT36
K9UT36,Q3KSR7
K9UT36,G3E2M5
K9UT36,K9UT36
M1FZY5,K9UT36
K9UT36,P0C736
P03219,P0CK49
G3E2M5,P0CK49
Q3KSS7,Q3KSQ7
P0CK49,Q3KSR8
P0CK49,Q3KSR5
M1FZY5,P0CK49
Q3KSS7,P0CK49
K9USF9,P03232
Q3KSS7,P0CK55
K9UT58,P03204
Q3KSQ7,P0C6Z5
P0C738,P0C6Z5
K9USG5,P0C6Z5
Q8AZK7,P0C738
Q3KSQ7,Q8AZK7
P03199,P03204
P29362,Q3KSQ7
P13285-1,P25939
G3E2M5,P13285-1
P13285-1,P03219
P29362,P0C738
P13285-1,M1FZY5
P13285-1,P03199
Q3KSQ7,P13285-2
Q9Q2P0,K9USF9
Q9Q2P0,P03220
Q9Q2P0,K9UT58
Q9Q2P0,P03199
P03219,K9US31
Q3KSS7,P30117
P03219,P14348
P13288,P03193
P03195,K9URB3
P0CAP6,P03193
P0CAP6,K9US31
K9USV8,P14348
K9USF9,Q3KSS7
P0CAP6,P0CAP6
P03195,P03219
P03190,P0CAP6
K9USF9,K9USF9
P03190,K9USF9
P03195,P13288
P0CK55,Q3KSR6
P0C703,E5LBZ2
Q96WV5,P68978
P53622,P68978
Q96WV5,P68978
P04585,P04585
O75475,P04585
P04585,O75475
P04585,O75475
P04585,O75475
O75475,P04585
P04585,O75475
O75475,P04585
P04585,O75475
O75475,P04585
P04585,O75475
O75475,P04585
O75475,P04585
P04585,O75475
P04585,O75475
O75475,P04585
P04585,O75475
P04585,O75475
O75475,P04585
O75475,P04585
P04585,O75475
P69718,P04585
P69718,P04585
P69718,P04585
P69718,P04585
P69718,P04585
P69718,P04585
P69718,P04585
P69718,P04585
P04585,O75475
P0C205,Q9UPY3
P0C205,Q9UPY3
P0C205,Q9UPY3
P0C205,Q9UPY3
P0C205,Q9UPY3
P0C205,Q9UPY3
P0C205,Q9UPY3
P12978,Q15326
P12978,Q15326
P13285,Q96J02
P13285,Q96J02
P03230,Q9UI14
P03230,Q9UI14
P03230,Q9UI14
P03230,Q9UI14
P03230,Q9UI14
P03230,Q9UI14
P03230,Q9UI14
P03230,Q9UI14
P03230,Q9UI14
P88904,P90489
P88910,P90489
P88918,P90489
P88941,P90495
P88941,P90489
P88951,P90495
P88951,P90489
Q65ZG0,Q4JQW6
Q65ZG0,Q4JQX9
Q65ZG0,Q9J3N4
P88904,P90489
P88910,P90489
P88910,Q98146
P88918,P90489
P88941,P90495
P88941,P90489
P88951,P90495
Q15554,P03211
P03211,Q15554
Q13416,P03211
P03211,Q15554
O39474,Q14318
O39474,Q14318
O39474,Q14318
O39474,Q14318
O39474,Q13451
O39474,Q14318
O39474,Q14318
O39474,Q14318
O39474,Q14318
P0CK49,Q9H2V7
P0CK49,P62070
P0CK49,Q9NZM1
P0CK49,O95297
P0CK49,P50281
P0CK49,Q9GZT4
P0CK49,O15427
P0CK49,Q8IUH5
P0CK49,Q9BQB6
P0CK49,Q96IX5
P0CK49,Q15629
P0CK49,Q8NFQ8
P0CK49,Q96JJ7
P0CK49,Q8N4L2
P0CK49,Q9HC07
P0CK49,O43294
P0CK49,P24557
P0CK49,O15260
P0CK49,Q9Y5M8
P0CK49,P08240
P0CK49,Q9Y6N5
P0CK49,P09486
P0CK49,P08195
P0CK49,P11166
P0CK49,Q9BWM7
P0CK49,Q9UGP8
P0CK49,P60468
P0CK49,O75396
P0CK49,P06703
P0CK49,Q9NQC3
P0CK49,Q71UM5
P0CK49,P42677
P0CK49,Q9BZG1
P0CK49,Q13637
P0CK49,Q9NP72
P0CK49,P49023
P0CK49,O60831
P0CK49,O75688
P0CK49,Q8N490
P0CK49,O15173
P0CK49,O00264
P0CK49,Q01813
P0CK49,Q6P996
