V1,V2
P01116,Q9BY67
P01116,Q9BXK5
P01116,Q9BX67
P01116,Q9BWH2
P01116,Q9BVC6
P01116,Q9BTX1
P01116,Q9BSJ8
P01116,Q9BRX8
P01116,Q9BQE4
P01116,Q99959
P01116,Q99808
P01116,Q99755
P01116,Q99707
P01116,Q99623
P01116,Q99618
P01116,Q99569
P01116,Q99536
P01116,Q96SK2
P01116,Q96S66
P01116,Q96QD8
P01116,Q96Q45
P01116,Q96N66
P01008-PRO_0000032489,P01008-PRO_0000032489
P01008-PRO_0000032489,P01008-PRO_0000032489
P00734-PRO_0000028160,P01008-PRO_0000032489
P00742-PRO_0000027787,P01008-PRO_0000032489
P00734-PRO_0000028160,P01008-PRO_0000032489
Q15389,Q15389
Q15389,Q15389
Q02763,Q15389
Q15389,Q15389
Q9Y6X9-1,Q9Y6X9-1
Q9Y6X9-1,Q9Y6X9-1
P10275,P51531
P10275,Q8NFD5
P10275,O14497
P10275,Q9HBD4
P10275,Q5SRQ6
P10275,Q04727
P10275,F8VXC8
P10275,Q96ST3
P10275,Q96I25
P10275,Q96QT6
P10275,Q15652
P10275,F5H212
P10275,O15379
P10275,Q14687
P10275,O60563
P10275,Q9UKL0
P10275,O75376
P10275,Q7Z589
P10275,Q9BZK7
P10275,O60341
P10275,Q16630
P10275,Q9HCS7
P10275,Q15545
P10275,P82933
P10275,Q6PD62
P10275,O60885
P10275,Q9UHB7
P10275,Q9ULW0
P10275,Q92922
P10275,O95239
P10275,Q04724
P10275,P51531
P10275,Q8NG31
P10275,Q8NHM5
P10275,Q9P2D1
P10275,Q92560
P10275,Q8NFD5
P10275,O14497
P10275,P0C7T5
P10275,Q9HBD4
P10275,Q14938
P10275,O43474
P10275,P98175
P10275,Q5T8P6
P10275,Q9NPJ6
P10275,J3QK89
P10275,O96019
P10275,Q9ULU4
P10275,O75150
P10275,Q9BW19
P10275,Q96KM6
P10275,Q9UGU0
P10275,Q96ES7
P10275,Q9BRQ0
P10275,Q6P4R8
P10275,Q9UK53
P10275,B8ZZU6
P10275,Q96C00
P10275,Q8IWI9
P10275,Q96PV6
P10275,B7ZBM3
P10275,J3KNZ9
P10275,H0YCF7
P10275,Q9P2N6
P10275,Q9NPF5
P10275,E9PL17
P10275,Q8IVW6
P10275,Q9UPT8
P10275,Q9ULJ3
P10275,M0QXA7
P10275,Q6ZU65
P10275,Q9BZK7
P10275,P81877
P10275,O75182
P10275,Q9UQR0
P10275,Q9P2R6
P10275,Q9NTZ6
P10275,Q2KHR3
P10275,Q92576
P10275,Q96BD5
P10275,Q6KC79
P10275,P18615
P10275,Q7L2J0
P10275,Q9BUE0
P10275,Q03164
P10275,Q92782
P10275,Q96JM3
P10275,Q9H0E9
P10275,P54259
P10275,Q14865
P10275,Q9Y2X9
P10275,Q9ULW0
P10275,Q9H0E3
P10275,Q9P2K3
P10275,Q9Y253
P10275,Q6ZW49
P10275,Q15788
P10275,Q8TE76
P10275,Q9UBB5
P10275,Q13887
P10275,Q9H334
P10275,P41162
P10275,Q6P1J9
P10275,O60563
P10275,G3V1M0
P10275,O15014
P10275,Q9ULD9
P10275,Q5T0B9
P10275,O75362
P10275,Q9UQR1
P10275,Q9H4I2
P10275,Q86T24
P10275,P49750
P10275,P46937
P10275,Q9BTA9
P10275,Q93009
P10275,Q9UHF7
P10275,Q9UPN9
P10275,O15164
P10275,O15417
P10275,Q04727
P10275,H0YL70
P10275,Q04724
P10275,E7EQS8
P10275,Q99594
P10275,Q92925
P10275,Q96GM5
P10275,F8VXC8
P10275,Q92922
P10275,Q12824
P10275,P12757
P10275,P12755
P10275,Q96ST3
P10275,Q5VT52
P10275,Q5VTR2
P10275,P48382
P10275,Q9UKL0
P10275,Q96EV2
P10275,Q9P2N5
P10275,Q96I25
P10275,A0A087WZ13
P07900,Q13127
Q01995,Q9Y3U8
Q01995,Q9Y3B4
Q01995,Q9Y2W2
Q01995,Q9Y2S6
Q01995,Q9UI30
Q01995,Q9UBW8
Q01995,Q9P016
Q01995,Q9HDC9
Q01995,Q9H5Z5
Q01995,Q9H000
Q01995,Q9BVV7
Q01995,Q9BVC5
Q01995,Q9BV28
Q01995,Q9BU61
Q01995,Q9BQQ5
Q01995,Q99988
Q01995,Q99714
Q01995,Q96SI9
Q01995,Q96RS2
Q01995,Q96EP5
Q01995,Q96E39
Q01995,P31483
Q01995,Q92997
Q01995,Q92973
Q01995,Q92665
Q01995,Q92552
Q01995,Q8WY22
Q01995,Q8WWC4
Q01995,Q8WVW9
Q01995,Q8TE73
Q01995,Q8TCS8
Q01995,Q8N183
Q01995,Q8N0T1
Q01995,P31040
Q01995,Q86WV4
Q01995,Q7Z759
Q01995,Q71UM5
Q01995,Q71U36
Q01995,Q6ZVX0
Q01995,Q6ZQN2
Q01995,Q6P1J9
Q01995,Q6IPX4
Q01995,Q6FIA3
Q01995,Q6FG99
Q01995,Q6DKK2
Q01995,Q69YZ2
Q01995,Q68CT4
Q01995,Q5XPV6
Q01995,Q5U0D2
Q01995,Q5U0C2
Q01995,Q5T8U2
Q01995,Q5T765
Q01995,Q5SWC8
Q01995,Q5RZA0
Q01995,Q5RKV6
Q01995,Q5JPE7
Q01995,Q5HYG8
Q01995,Q16718
Q01995,Q59GY0
Q01995,Q59GV2
Q01995,Q59FU3
Q01995,Q53ZP9
Q01995,Q53T70
Q01995,Q53R94
Q01995,Q53HH4
Q01995,Q53HE2
Q01995,Q53GC9
Q01995,Q53G58
Q01995,Q53FV3
Q01995,Q53FM7
Q01995,Q53FF5
Q01995,P43487
Q01995,Q4QZC0
Q01995,P62633
Q01995,Q3YEC7
Q01995,Q2VIR3
Q01995,Q16186
Q01995,Q15515
Q01995,Q15046
Q01995,Q14254
Q01995,Q14162
Q01995,Q13813
Q01995,Q13616
Q01995,Q13601
Q01995,Q13561
Q01995,Q12874
Q01995,Q0D2M2
Q01995,Q05BX4
Q01995,Q02790
Q01995,P82979
Q01995,P63208
Q01995,P62891
Q01995,P62877
Q01995,P61106
Q01995,P54920
Q01995,P54578
Q01995,P54577
Q01995,P53618
Q01995,P53396
Q01995,P51858
Q01995,P51610
Q01995,P50750
Q01995,P50395
Q01995,P48735
Q01995,P47813
Q01995,P35754
Q01995,P33316
Q01995,P30049
Q01995,P29084
Q01995,P27144
Q01995,P22528
Q01995,P14649
Q01995,P13796
Q01995,P13473
Q01995,P12273
Q01995,P09914
Q01995,P07814
Q01995,P06737
Q01995,P05161
Q01995,P01037
Q01995,O95817
Q01995,O95036
Q01995,O94925
Q01995,O75531
Q01995,O75390
Q01995,O75312
Q01995,O43324
Q01995,O15116
Q01995,O14980
Q01995,O14949
Q01995,O00442
Q01995,O00299
Q01995,K7ERZ3
Q01995,K7EPV0
Q01995,K7EP67
Q01995,K7ENT6
Q01995,K7EN27
Q01995,K7ELZ9
Q01995,K7ELC7
Q01995,K7EJM5
Q01995,K7EJB5
Q01995,K7EJ44
Q01995,Q9H6X2
Q01995,J3QR88
Q01995,J3QLR8
Q01995,I3L4Q1
Q01995,I3L3E9
Q01995,I3L0M9
Q01995,I0CE67
Q01995,H7C5W9
Q01995,H7C367
Q01995,H7C125
Q01995,H7BY36
Q01995,H7BXY3
Q01995,H3BSK9
Q01995,H3BPE3
Q01995,H3BNI9
Q01995,Q06323
Q01995,H0YN88
Q01995,H0YJX2
Q01995,H0YJU2
Q01995,H0YHI8
Q01995,H0YGV8
Q01995,H0YG82
Q01995,H0UIA5
Q01995,O76094
Q01995,P46779
Q01995,G3V3M5
Q01995,Q9NPA8
Q01995,F8WE39
Q01995,F8WBG6
Q01995,F8W1G0
Q01995,F8VZ45
Q01995,F8VXH9
Q01995,F6KRM6
Q01995,F5H6H0
Q01995,F5H169
Q01995,F5H157
Q01995,F5GX39
Q01995,Q8WWY3
Q01995,P46977
Q01995,E9PLD3
Q01995,E9PJ81
Q01995,E9PIK5
Q01995,E9PI41
Q01995,P14324
Q01995,E9PBD2
Q01995,E9PB51
Q01995,E5RJU9
Q01995,E5RIP7
Q01995,D6W5C0
Q01995,D6REM1
Q01995,D6RAN4
Q01995,D6RAC2
Q01995,D6R970
Q01995,D3DQU2
Q01995,C9K0Q7
Q01995,C9JUL4
Q01995,C9JH92
Q01995,C9JEV0
Q01995,P52434
Q01995,C9J8H1
Q01995,C9J5S7
Q01995,P55327
Q01995,C9J4Z3
Q01995,C9J4U1
Q01995,C9J0D1
Q01995,C4P0D4
Q01995,B7ZW15
Q01995,P30044
Q01995,P61204
Q01995,Q9UBQ5
Q01995,B7ZAF0
Q01995,B7ZAC7
Q01995,B7Z9C4
Q01995,Q9Y4L1
Q01995,P50991
Q01995,Q02413
Q01995,B7Z6J7
Q01995,B7Z4N6
Q01995,P18621
Q01995,Q9BZZ5
Q01995,B4E229
Q01995,B4E1R7
Q01995,B4E1Q7
Q01995,B4E1D9
Q01995,B4E0R6
Q01995,B4E0E1
Q01995,B4DZW9
Q01995,O43237
Q01995,Q9Y697
Q01995,B4DV73
Q01995,B4DUA4
Q01995,B4DTA2
Q01995,B4DRT3
Q01995,Q12931
Q01995,P49588
Q01995,B4DQY2
Q01995,B4DQI7
Q01995,B4DPS6
Q01995,B4DP77
Q01995,P51659
Q01995,B4DNS4
Q01995,B4DNL5
Q01995,B4DNA3
Q01995,B4DN87
Q01995,B4DJ66
Q01995,B4DH39
Q01995,B4DF61
Q01995,B4DEZ3
Q01995,B4DEM9
Q01995,P61006
Q01995,B4DE78
Q01995,B4DDX2
Q01995,B4DDL9
Q01995,B3KW56
Q01995,B3KVX6
Q01995,B3KT18
Q01995,B3KSS1
Q01995,B3KRA9
Q01995,B2RU06
Q01995,P60891
Q01995,B2R602
Q01995,B2R4V2
Q01995,B2R4I8
Q01995,B2C310
Q01995,B1APP6
Q01995,B1AH87
Q01995,B0AZT6
Q01995,A8K9K4
Q01995,A8K4K9
Q01995,A6NDF3
Q01995,A4D198
P09874,Q01995
Q16526,O15516
Q16526,O15516
P10636,P13861
P10636,Q9P0R6
P10636,P49841
P49841,P10636
Q93074,P24863
Q93074,P49336
Q93074,Q9BWU1
Q93074,Q96HR3
Q93074,Q9ULK4
Q93074,P49336
Q93074,P24863
P34972,Q7Z6Z7
P34972,P00403
P34972,Q8IXI1
P34972,P10586
P34972,P10321
P34972,Q93008
P34972,Q86VU5
P34972,P06702
P34972,O14980
P34972,Q00325
P34972,Q9P035
P34972,Q53GQ0
P34972,P24534
P34972,P50402
P34972,P30048
P34972,P61619
P34972,P51571
P34972,P53618
P34972,P30101
P34972,O75396
P34972,P11586
P34972,O14975
P34972,P22102
P34972,Q12931
P34972,P05109
P34972,O95831
P34972,O15173
P34972,P61204
P34972,Q15363
P34972,P08195
P34972,P13073
P34972,P51648
P34972,P07237
P34972,Q9HCU5
P34972,P13797
P34972,Q9BQB6
P34972,Q9BVA1
P34972,P39656
P34972,P40939
P34972,P04843
P34972,P04844
P34972,Q9BXW9
P34972,Q9BQE3
P34972,Q14257
P34972,P49411
P34972,P50395
P34972,P62341
P34972,P49755
P34972,P20020
P34972,O60884
P34972,Q9Y4P3
P34972,A1L0T0
P34972,O75915
P34972,P42356
P34972,P55084
P34972,Q8NI60
P34972,Q15043
P34972,O00264
P34972,Q9H3N1
P34972,O15258
P34972,Q13501
P34972,O43149
P34972,Q4ZIN3
P34972,O15269
P34972,Q96A33
P34972,O95260
P34972,Q9UBV2
P34972,O43505
P34972,Q99442
P34972,P37268
P34972,Q8IWV7
P34972,P27824
P34972,P16615
P34972,Q99720
P34972,Q96JJ7
P34972,Q06136
P34972,O14967
P34972,O15162
P34972,Q8IYS2
P34972,Q5T447
P34972,Q9UJ14
P34972,Q9Y394
P34972,Q15392
P34972,Q13501
P34972,Q13501
P34972,Q13501
P34972,Q13501
Q9NWB6,Q5FBB7
Q9NWB6,Q99633
Q9NWB6,Q8NEY8
Q9NWB6,Q9P016
Q9NWB6,C9JI46
Q9NWB6,F8W1I9
Q9NWB6,Q9BTA9
Q9NWB6,Q9BRD0
Q9NWB6,F5H3K2
Q9NWB6,A0A1W2PP04
Q9NWB6,Q5RL73
Q9NWB6,Q2TAY7
Q9NWB6,X6R5A3
Q9NWB6,J3QSY4
Q9NWB6,F5H5U6
Q9NWB6,I3L3Q7
Q9NWB6,Q86TS9
Q9NWB6,Q5T670
Q9NWB6,Q9BW71
Q9NWB6,Q15059
Q9NWB6,Q9H2Z4
Q9NWB6,H3BTR4
Q9NWB6,Q9BQ48
Q9NWB6,P31260
Q9NWB6,P51948
Q9NWB6,E9PJ24
Q9NWB6,E7EUP3
Q9NWB6,O15446
Q9NWB6,Q8WVK2
Q9NWB6,P56182
Q9NWB6,Q15007
Q9NWB6,Q9Y673
Q9NWB6,Q9ULM0
Q9NWB6,Q6NWY9
Q9NWB6,Q13257
Q9NWB6,P17482
Q9NWB6,Q8N1B3
Q9NWB6,S5FZ81
Q9NWB6,A0A087WUY7
Q9NWB6,A6NCC9
Q9NWB6,Q9NW64
Q9NWB6,Q86V97
Q9NWB6,Q96ST2
Q9NWB6,Q9UK58
Q9NWB6,Q15131
Q9NWB6,E9PLD3
Q9NWB6,P42568
Q9NWB6,O95926
Q9NWB6,Q5TBH9
Q9NWB6,Q8TCC3
Q9NWB6,Q9BW85
Q9NWB6,Q99680
Q9NWB6,Q6PK04
Q9NWB6,Q6I9Y2
Q9NWB6,F5H702
Q9NWB6,B2WTI3
Q9NWB6,Q8TA86
Q9NWB6,Q9HAF1
Q9NWB6,P52756
Q9NWB6,J3QR07
Q9NWB6,E9PGA7
Q9NWB6,Q9NXE8
Q9NWB6,C9J4Z3
Q9NWB6,Q5QPM0
Q9NWB6,P61244
Q9NWB6,Q9GZS1
Q9NWB6,Q86X95
Q9NWB6,P27707
Q9NWB6,Q6ZUT1
Q9NWB6,Q9BQC6
Q9NWB6,Q9HCD5
Q9NWB6,Q9P031
Q9NWB6,Q9NZE8
Q9NWB6,P51991
Q9NWB6,P35659
Q9NWB6,M0R268
Q9NWB6,Q6P6C2
Q9NWB6,Q96EY4
Q9NWB6,G3XAI9
Q9NWB6,O94992
Q9NWB6,Q8NEF9
Q9NWB6,B3KVL5
Q9NWB6,B7WP74
Q9NWB6,F8W0Q9
Q9NWB6,Q5VTL8
Q9NWB6,Q9H0U6
Q9NWB6,Q9NPE3
Q9NWB6,P52298
Q9NWB6,P09234
Q9NWB6,F5H0Q6
Q9NWB6,Q8IZ73
Q9NWB6,E9PES6
Q9NWB6,K7EIY1
Q9NWB6,P35637
Q9NWB6,D3DTZ5
Q9NWB6,E9PK91
Q9NWB6,Q8N5F7
Q9NWB6,F5GYV5
Q9NWB6,Q7L4I2
Q9NWB6,Q5T7C4
Q9UHX1,Q9NWB6
P26368,Q9NWB6
Q6NYC1,Q9NWB6
Q9UHX1,Q9NWB6
P26368,Q9NWB6
Q9UHX1,Q9NWB6
P26368,Q9NWB6
P27361,O76038
O15259,Q9Y265
Q9Y283,Q9Y265
Q7Z494,Q9Y265
O75161,Q9Y265
Q15051,Q9Y265
Q86SQ7,Q9Y265
Q9Y283,Q9Y265
Q15051,Q9Y265
O15259,Q9Y265
Q7Z494,Q9Y265
O75161,Q9Y265
Q9Y4K0,Q92769
Q9Y4K0,O95863
Q9Y4K0,Q92769
Q9Y4K0,O95863
P31943,Q7Z333
P31943,Q13148
Q9P121,Q9Y5S1
P05230,Q9Y5S1
O60284,Q9Y5S1
Q12979,Q9Y5S1
P78508,Q9Y5S1
P30086,Q9Y5S1
Q8IWA5,Q9Y5S1
Q96PE5,Q9Y5S1
P55285,Q9Y5S1
Q9Y2H2,Q9Y5S1
P78356,Q9Y5S1
P84077,Q9Y5S1
P60201,Q9Y5S1
O75056,Q9Y5S1
O60359,Q9Y5S1
Q6UXB8,Q9Y5S1
Q9NTJ5,Q9Y5S1
Q6ZSJ9,Q9Y5S1
Q9NXU5,Q9Y5S1
P47895,Q9Y5S1
O95793,Q92841
O95793,P17844
O95793,Q92841
O95793,P17844
P55316,Q04724
P55316,Q04724
P10275,Q5JSZ5
P10275,Q9ULL5
P10275,Q96QT6
P10275,Q9BSM1
P10275,O94913
P10275,O15294
P10275,P49116
P10275,P08651
P10275,Q5VW26
P10275,A0A0C4DFX9
P10275,O75376
P10275,Q14686
P10275,Q9Y6Q9
P10275,Q15596
P10275,Q14814
P10275,Q02078
P10275,Q96G25
P10275,A0A087WYL7
P10275,Q15528
P10275,Q9NVC6
P10275,Q96RN5
P10275,O60244
P10275,Q71F56
P10275,Q9UHV7
P10275,Q93074
P10275,Q15648
P10275,Q92585
P10275,H0Y322
P10275,Q6MZP7
P10275,Q86U70
P10275,O14686
P10275,O95239
P10275,Q7LBC6
P10275,O60341
P10275,P05412
P10275,Q15652
P10275,Q7Z5L9
P10275,Q9P0W2
P10275,F5H212
P10275,O94992
P10275,O15379
P10275,Q14687
P10275,Q6ISB3
P10275,Q9NZI5
P10275,Q13227
P10275,Q8WUU5
P10275,P55317
P10275,P15408
P10275,Q96L91
P10275,Q7Z589
P10275,A0A1C7CYX1
P10275,Q15723
P10275,Q92785
P10275,Q9H147
P10275,Q86XP3
P10275,Q92793
P10275,Q16630
P10275,I3L2J0
P10275,P49336
P10275,Q69YH5
P10275,Q6PH81
P10275,O60885
P10275,Q6W2J9
P10275,Q86UU0
P10275,O00512
P10275,P41182
P10275,Q05GC8
P10275,P54253
P10275,Q9UBL3
P10275,Q9NQW6
P10275,Q5TGY3
P10275,Q08117
A0A087WZ13,A0A087X0R0
A0A087WZ13,A0A0B4J1W0
A0A087WZ13,A0A0C4DFX9
A0A087WZ13,A0A0C4DGG9
A0A087WZ13,A0A0G2JIS2
A0A087WZ13,A0A1C7CYX1
A0A087WZ13,A6NEM2
A0A087WZ13,O96019
A0A087WZ13,Q5TGY3
A0A087WZ13,P10275
A0A087WZ13,O14497
A0A087WZ13,Q8NFD5
A0A087WZ13,Q9UBL3
A0A087WZ13,B1AKN8
A0A087WZ13,B8ZZU6
A0A087WZ13,Q92560
A0A087WZ13,P41182
A0A087WZ13,Q4VC05
A0A087WZ13,Q9BQE9
A0A087WZ13,Q8WUZ0
A0A087WZ13,O00512
A0A087WZ13,Q86UU0
A0A087WZ13,Q6W2J9
A0A087WZ13,O60885
A0A087WZ13,Q9NPI1
A0A087WZ13,Q5VTR2
A0A087WZ13,O75150
A0A087WZ13,Q86V15
A0A087WZ13,Q92793
A0A087WZ13,P45973
A0A087WZ13,O75909
A0A087WZ13,O60563
A0A087WZ13,P49336
A0A087WZ13,Q12873
A0A087WZ13,Q9P2D1
A0A087WZ13,Q9HCK8
A0A087WZ13,O95639
A0A087WZ13,O43809
A0A087WZ13,Q8N684
A0A087WZ13,P16220
A0A087WZ13,P39880
A0A087WZ13,Q92782
A0A087WZ13,Q9C005
A0A087WZ13,E7EU96
A0A087WZ13,E7EV10
A0A087WZ13,E9PL17
A0A087WZ13,Q7Z589
A0A087WZ13,Q96L91
A0A087WZ13,Q9H2F5
A0A087WZ13,Q01780
A0A087WZ13,F5H212
A0A087WZ13,F5H872
A0A087WZ13,F8VXC8
A0A087WZ13,P55317
A0A087WZ13,P85037
A0A087WZ13,Q13227
A0A087WZ13,Q9NZI5
A0A087WZ13,Q6ISB3
A0A087WZ13,Q14687
A0A087WZ13,H0Y322
A0A087WZ13,H0YL70
A0A087WZ13,H3BTC0
A0A087WZ13,O15379
A0A087WZ13,P54198
A0A087WZ13,Q7Z5L9
A0A087WZ13,I3L2J0
A0A087WZ13,Q9H160
A0A087WZ13,Q96CB8
A0A087WZ13,Q9NVM9
A0A087WZ13,Q96HW7
A0A087WZ13,J3QK89
A0A087WZ13,Q15652
A0A087WZ13,Q86T24
A0A087WZ13,O60341
A0A087WZ13,Q8NHM5
A0A087WZ13,Q7LBC6
A0A087WZ13,O95239
A0A087WZ13,O43474
A0A087WZ13,Q03164
A0A087WZ13,O14686
A0A087WZ13,Q86U70
A0A087WZ13,Q6MZP7
A0A087WZ13,M0QXA7
A0A087WZ13,Q92585
A0A087WZ13,Q9UBB5
A0A087WZ13,O43148
A0A087WZ13,Q96EZ8
A0A087WZ13,Q71F56
A0A087WZ13,Q14676
A0A087WZ13,Q9BTT4
A0A087WZ13,Q93074
A0A087WZ13,Q9UHV7
A0A087WZ13,O60244
A0A087WZ13,Q96RN5
A0A087WZ13,Q9Y2X0
A0A087WZ13,Q9NVC6
A0A087WZ13,Q9BUE0
A0A087WZ13,Q15648
A0A087WZ13,Q9H944
A0A087WZ13,Q6P2C8
A0A087WZ13,Q9NPJ6
A0A087WZ13,Q96G25
A0A087WZ13,Q14814
A0A087WZ13,Q7L2J0
A0A087WZ13,Q8TE76
A0A087WZ13,Q15596
A0A087WZ13,Q9Y6Q9
A0A087WZ13,Q14686
A0A087WZ13,O75376
A0A087WZ13,Q8NCF5
A0A087WZ13,P08651
A0A087WZ13,Q14938
A0A087WZ13,Q6P4R8
A0A087WZ13,O15294
A0A087WZ13,Q13416
A0A087WZ13,Q9BTK6
A0A087WZ13,Q9Y5B6
A0A087WZ13,Q6ZW49
A0A087WZ13,Q86U86
A0A087WZ13,Q96BD5
A0A087WZ13,Q96QT6
A0A087WZ13,Q92576
A0A087WZ13,Q9H307
A0A087WZ13,Q9H2H8
A0A087WZ13,Q96BP3
A0A087WZ13,O43395
A0A087WZ13,Q9ULL5
A0A087WZ13,Q9BRQ0
A0A087WZ13,Q5VW26
A0A087WZ13,Q9HBD4
A0A087WZ13,Q2KHR3
A0A087WZ13,Q7Z5J4
A0A087WZ13,Q9H6Z4
A0A087WZ13,Q15291
A0A087WZ13,P98175
A0A087WZ13,Q5T8P6
A0A087WZ13,Q9P2N5
A0A087WZ13,Q96EV2
A0A087WZ13,Q9UKL0
A0A087WZ13,Q9P2K3
A0A087WZ13,Q13123
A0A087WZ13,Q92785
A0A087WZ13,Q99496
A0A087WZ13,Q5VT52
A0A087WZ13,O00422
A0A087WZ13,Q9H7L9
A0A087WZ13,Q96ST3
A0A087WZ13,O75182
A0A087WZ13,P12755
A0A087WZ13,P51531
A0A087WZ13,Q969G3
A0A087WZ13,A6NHR9
A0A087WZ13,Q92922
A0A087WZ13,Q96GM5
A0A087WZ13,Q92925
A0A087WZ13,Q12824
A0A087WZ13,O43290
A0A087WZ13,Q9H0E3
A0A087WZ13,O15042
A0A087WZ13,P81877
A0A087WZ13,O94864
A0A087WZ13,Q8IWZ8
A0A087WZ13,Q06330
A0A087WZ13,Q86TJ2
A0A087WZ13,P21675
A0A087WZ13,Q9Y6J9
A0A087WZ13,Q7Z7C8
A0A087WZ13,Q9HBM6
A0A087WZ13,Q9BZK7
A0A087WZ13,O60907
A0A087WZ13,Q9UGU0
A0A087WZ13,Q9H147
A0A087WZ13,Q99594
A0A087WZ13,Q9UKN8
A0A087WZ13,O15164
A0A087WZ13,Q04724
A0A087WZ13,Q04727
A0A087WZ13,Q08117
A0A087WZ13,Q9UPN9
A0A087WZ13,Q9UHF7
A0A087WZ13,O43396
A0A087WZ13,Q96RU2
A0A087WZ13,Q93009
A0A087WZ13,Q9Y5K5
A0A087WZ13,Q9BTA9
A0A087WZ13,Q7Z5K2
A0A087WZ13,Q9C0J8
A0A087WZ13,P61964
A0A087WZ13,Q96S55
A0A087WZ13,P46937
A0A087WZ13,Q9ULJ3
A0A087WZ13,Q9UPT8
A0A087WZ13,Q6NZY4
A0A087WZ13,Q9H4I2
A0A087WZ13,Q9UBW7
A0A087WZ13,Q9UQR1
A0A087WZ13,O75362
A0A087WZ13,Q9Y2X9
A0A087WZ13,Q9ULD9
A0A087WZ13,O15014
Q15648,P10275
Q93074,P10275
Q03164,P10275
Q9NPF5,P10275
Q9Y253,P10275
Q6KC79,P10275
O43474,P10275
Q9NRI5,P14416
Q9NRI5,P14416
Q9NRI5,P14416
Q9UDY8,Q96PU8
O95999,Q9UDY8
O95999,Q96PU8
Q9UDY8,Q96PU8
intact:EBI-26994731,P61764
intact:EBI-26994731,P60880
P60880,P61764
P60880,intact:EBI-26994731
P51608,O75398
P51608,O75398
P51608,O75398
Q9NVP2,P49321
Q9Y294,Q13112
Q9Y294,P49736
Q9Y294,Q9HCY8
Q9Y294,P62805
Q9Y294,Q5UIP0
Q9Y294,Q01469
Q9Y294,P68431
Q9Y294,P22528
Q9Y294,Q16576
Q9Y294,Q9NZT1
Q9Y294,P01040
Q9Y294,Q9NVP2
Q9Y294,Q9NPG3
Q9Y294,Q9Y6J0
Q9Y294,Q86UE8
Q9Y294,Q6ZU65
Q9Y294,O14929
Q9Y294,P54198
Q9Y294,P49321
Q9Y294,Q8IWY9
Q9Y294,Q9Y2V0
Q9UBL3,Q8NFC6
Q9UBL3,Q9UPS6
Q9UBL3,O43684
Q9UBL3,Q6UXN9
Q9UBL3,O00255
Q9UBL3,P51610
Q9UBL3,Q14686
Q9UBL3,Q6ZW49
Q9UBL3,Q9Y5Z7
Q9UBL3,Q8NEZ4
Q9UBL3,O15047
Q9UBL3,Q03164
Q9UBL3,O14686
Q9UBL3,Q9UMN6
Q9UBL3,Q9P0U4
Q9UBL3,Q9C005
Q9UBL3,O15550
Q9UBL3,P61964
Q9UBL3,Q15291
Q8WXE1,P09132
Q8WXE1,Q7RTV0
Q8WXE1,P05204
Q8WXE1,P05114
Q8WXE1,P58876
Q14CW9,Q9BWU0
Q14CW9,P68363
Q14CW9,P51784
Q14CW9,Q71DI3
Q14CW9,Q9ULK2
Q14CW9,Q14197
Q14CW9,Q16594
Q14CW9,Q9Y4A5
Q14CW9,Q5T6C5
Q14CW9,O75486
Q14CW9,O75528
Q14CW9,Q92831
Q14CW9,Q8NEM7
Q14CW9,Q9HBM6
Q14CW9,Q86TJ2
Q14CW9,O94864
Q14CW9,Q96BN2
Q14CW9,Q70EK9
Q14CW9,A6NNY8
Q14CW9,O75529
Q14CW9,Q9Y6J9
Q14CW9,Q9UPT9
Q14CW9,Q9NPA8
Q9ULK2,Q5I0X7
Q9ULK2,Q9H9T3
Q9ULK2,Q16540
Q9ULK2,Q92624
Q9ULK2,P62820
Q9ULK2,Q5JUX0
Q9ULK2,O95163
Q9ULK2,P08134
O15265,Q8N488
O15265,Q16514
O15265,Q9NPA8
O15265,Q92830
O15265,Q16594
O15265,Q12962
O15265,Q9UPT9
O15265,Q92831
O15265,O75486
O15265,Q9Y4A5
O15265,Q14CW9
O15265,O75528
O15265,Q8NEM7
O15265,O94864
O15265,Q86TJ2
O15265,Q96BN2
O15265,Q9HBM6
O15265,O75529
O15265,Q96ES7
O15265,Q9Y6J9
O60238,Q96H55
O60238,Q9P0W8
O60238,O43464
O60238,Q96IX5
O60238,Q12983
Q9UIF9,P81605
Q9UIF9,Q01469
Q9UIF9,P24539
Q9UIF9,P01040
P38398,Q8NEY8
P38398,Q92734
P38398,Q99728
Q8WUZ0,Q68CP9
Q8WUZ0,Q86U86
Q8WUZ0,Q8NFD5
Q8WUZ0,O14497
Q8WUZ0,P51531
Q8WUZ0,Q9C0A0
Q8WUZ0,P52292
Q8WUZ0,P59998
Q8WUZ0,O15144
Q8WUZ0,Q8N1F8
Q8WUZ0,P68032
Q8WUZ0,Q8WUB8
Q8WUZ0,Q9NZM4
Q8WUZ0,Q9H8M2
Q8WUZ0,Q92784
Q8WUZ0,Q92782
Q8WUZ0,Q4VC05
Q8WUZ0,O75177
Q8WUZ0,Q15532
Q8WUZ0,Q9NPI1
Q8WUZ0,Q8TAQ2
Q8WUZ0,P51532
Q8WUZ0,Q6STE5
Q8WUZ0,O96019
Q8WUZ0,Q92922
Q8WUZ0,Q92925
Q8WUZ0,Q96GM5
Q9H6W3,Q13084
Q9H6W3,P35232
Q9H6W3,Q13459
Q9H6W3,Q8IXM3
Q9H6W3,O75251
Q9H6W3,Q13015
Q9H6W3,Q9BWF3
Q9H6W3,Q9HD33
